instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,cluster,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,is_weekend
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,66,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,67,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,68,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,69,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,70,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,71,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,72,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,73,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,74,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,75,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,76,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,77,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,78,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,79,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,80,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,81,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,82,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,83,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,84,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,85,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,86,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,87,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,88,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,89,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,90,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,91,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,92,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,93,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,94,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,95,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,96,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,97,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,98,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,99,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,100,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,101,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,102,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,103,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,104,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,105,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,106,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,108,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,109,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,110,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,111,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,112,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,113,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,114,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,115,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,116,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,117,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,118,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,119,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,120,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,121,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,122,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,123,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,124,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,125,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,126,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,127,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,128,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,129,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,130,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,131,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,132,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,133,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,134,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,135,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,136,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,137,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,138,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,0
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,3,139,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,0
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,3,140,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,0
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,3,141,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,0
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,3,142,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,0
